Country Name,Country Code,Indicator Name,Indicator Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Solomon Islands,SLB,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,2.5,3.5,2.5,2.5,2.5,3,3,3,3,3
Solomon Islands,SLB,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Solomon Islands,SLB,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3,3,3,3,3,3,3,3,3,3
Solomon Islands,SLB,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3.5,3.5,3,2.5,2.5,2.5,3,3,3,3
Solomon Islands,SLB,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3,3,3,3,3,3,3,3,3,3
Solomon Islands,SLB,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Solomon Islands,SLB,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.7
Solomon Islands,SLB,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,2,2,2,2,2,2,2,2.5,2.5,2.5
Solomon Islands,SLB,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5,2.5,2.5,3,3,3,3,3,3,3
Solomon Islands,SLB,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.6,2.5,2.5,2.6,2.6,2.7,2.8,2.8,2.7,2.7
Solomon Islands,SLB,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3,2.5,2.5,2.5,2.5,2.5,3,3,2.5,2.5
Solomon Islands,SLB,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2,2,2,2,2,2,2,2,2,3
Solomon Islands,SLB,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.5,3.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Solomon Islands,SLB,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,2.833333333,2.8,2.833333333,3,2.833333333,2.833333333,3,3,3,3
Solomon Islands,SLB,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3,3.5,3,3,3,3,3,3,3,3
Solomon Islands,SLB,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3,3,3,3,3,3,3,3,3,3
Solomon Islands,SLB,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,2.825,2.775,2.733333333,2.8,2.758333333,2.783333333,2.933333333,2.958333333,2.933333333,2.93333
South Sudan,SSD,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,2.5,2.5,2.5
South Sudan,SSD,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,2.5,2.5,2
South Sudan,SSD,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,1.5,1.5,1.5
South Sudan,SSD,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,1.833333333,1.833333333,1.83333
South Sudan,SSD,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,2,2,2
South Sudan,SSD,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,2.5,2.5,2
South Sudan,SSD,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,2.5,2.5,2.5
South Sudan,SSD,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,2,2,2
South Sudan,SSD,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,2.5,2.5,2.5
South Sudan,SSD,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,2,2,2
South Sudan,SSD,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,2.3,2.2,2.1
South Sudan,SSD,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,2.5,2,2
South Sudan,SSD,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,2,2,1.5
South Sudan,SSD,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,2,2,1.9
South Sudan,SSD,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,2,2,2
South Sudan,SSD,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,2,2,2
South Sudan,SSD,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,1.5,1.5,1.5
South Sudan,SSD,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,2.333333333,2.333333333,2.16667
South Sudan,SSD,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,2,2,2
South Sudan,SSD,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,2,2,2
South Sudan,SSD,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,,,,,,,,2.116666667,2.091666667,2
Sri Lanka,LKA,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,4.5,4,4,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Sri Lanka,LKA,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,4,4,4,4,4,4,4,4,4,4
Sri Lanka,LKA,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Sri Lanka,LKA,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.333333333,3.2,3,3,3.166666667,3.166666667,3.166666667,3.166666667,3.166666667,3.16667
Sri Lanka,LKA,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Sri Lanka,LKA,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Sri Lanka,LKA,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,4,4,4,3.5,3.5,4,4,4,4,4
Sri Lanka,LKA,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3,3,3,3,3,3,3,3,3,3
Sri Lanka,LKA,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,4,4,4,4,4,4,4,4,4,4
Sri Lanka,LKA,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5,3,2.5,2.5,3,3,3,3,3,3
Sri Lanka,LKA,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.8,3.7,3.7,3.8,3.8,3.7,3.6,3.6,3.6,3.6
Sri Lanka,LKA,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3.5,3.5,3.5,3.5,3.5,3,2.5,2.5,2.5,2.5
Sri Lanka,LKA,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3.5,3.5,3,3,3.5,3.5,3.5,3.5,3,3
Sri Lanka,LKA,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.5,3.5,3.3,3.3,3.4,3.4,3.4,3.4,3.3,3.3
Sri Lanka,LKA,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,4,4,4,4,4,4,4,4,4,4
Sri Lanka,LKA,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3,3,3,3,3,3,3,3,3,3
Sri Lanka,LKA,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Sri Lanka,LKA,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.833333333,3.8,3.833333333,3.7,3.666666667,3.833333333,4,4,4,4
Sri Lanka,LKA,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.5,4,3.5,3.5,3.5,3.5,4,4,4,4
Sri Lanka,LKA,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3.5,3.5,3,3,3,3,3,3,3,3
Sri Lanka,LKA,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.616666667,3.55,3.458333333,3.4,3.508333333,3.525,3.541666667,3.541666667,3.516666667,3.51667
St. Lucia,LCA,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,4,4,4,4,4,4,4,4,4,4
St. Lucia,LCA,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
St. Lucia,LCA,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,4,4,4,3.5,3.5,3.5,3,3,2.5,2.5
St. Lucia,LCA,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,4,4,4,3.7,3.666666667,3.666666667,3.5,3.5,3.166666667,3
St. Lucia,LCA,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.5,3.5,4,4,4.5,4.5,4.5,4.5,4.5,4.5
St. Lucia,LCA,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5,3.5,4,4,4,4,3.5,3.5,3.5,4
St. Lucia,LCA,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,4,4,4,4,3.5,3.5,3.5,3.5,3,3
St. Lucia,LCA,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3
St. Lucia,LCA,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,4.5,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
St. Lucia,LCA,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4.5,4.5,4.5,4,4,4,4,4,4,3.5
St. Lucia,LCA,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.8,3.8,3.8,3.8,3.7,3.7,3.6,3.6,3.6,3.7
St. Lucia,LCA,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
St. Lucia,LCA,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,4,4,4,4,4,4,4,4,4,4
St. Lucia,LCA,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.9,3.8,3.9,3.9,4,4,4,4,4,3.9
St. Lucia,LCA,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3
St. Lucia,LCA,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
St. Lucia,LCA,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5,3.5,4,4,3.5,3.5,3.5,3.5,3.5,3.5
St. Lucia,LCA,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,4.166666667,4.2,4.166666667,4.2,4,4,4,4,3.833333333,3.83333
St. Lucia,LCA,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4,4,4,4,4,4,4,4,4,4
St. Lucia,LCA,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
St. Lucia,LCA,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.966666667,3.941666667,3.966666667,3.9,3.841666667,3.841666667,3.775,3.775,3.65,3.60833
St. Vincent and the Grenadines,VCT,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,4,4,4,4,4,4,4,4,4.5,4.5
St. Vincent and the Grenadines,VCT,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,4.5,4.5,4.5,4.5,4.5,4.5,4,4,4,4
St. Vincent and the Grenadines,VCT,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,4,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3
St. Vincent and the Grenadines,VCT,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,4,3.7,3.666666667,3.7,3.666666667,3.666666667,3.666666667,3.5,3.5,3.33333
St. Vincent and the Grenadines,VCT,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.5,3,4,4,4,4,4,4,4,4
St. Vincent and the Grenadines,VCT,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3
St. Vincent and the Grenadines,VCT,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,4,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5
St. Vincent and the Grenadines,VCT,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3
St. Vincent and the Grenadines,VCT,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,4.5,4.5,4,4,4,4,4,3.5,3.5,3.5
St. Vincent and the Grenadines,VCT,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4,4,4,4,4,4,4,4,4,4
St. Vincent and the Grenadines,VCT,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.5
St. Vincent and the Grenadines,VCT,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
St. Vincent and the Grenadines,VCT,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,4,4,4,4,4,4,4,4,4,4
St. Vincent and the Grenadines,VCT,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.7
St. Vincent and the Grenadines,VCT,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3
St. Vincent and the Grenadines,VCT,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
St. Vincent and the Grenadines,VCT,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5,2,3.5,3.5,3.5,3.5,3.5,3.5,3,3
St. Vincent and the Grenadines,VCT,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,4.166666667,4.2,4.166666667,4.2,4,4,4,4,4,4
St. Vincent and the Grenadines,VCT,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4,2.5,4,4,4,4,4.5,4.5,4.5,4.5
St. Vincent and the Grenadines,VCT,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,4,4,4,4,4,4,4,4,4,4
St. Vincent and the Grenadines,VCT,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.916666667,3.833333333,3.833333333,3.8,3.791666667,3.791666667,3.791666667,3.725,3.725,3.63333
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.208333333,3.236111111,3.277777778,3.277777778,3.297297297,3.337837838,3.445945946,3.473684211,3.5,3.526315789
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3.152777778,3.083333333,3.097222222,3.083333333,3.094594595,3.040540541,3.067567568,3.078947368,3.092105263,3.078947368
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,3.055555556,3.027777778,3.125,3.180555556,3.162162162,3.202702703,3.256756757,3.263157895,3.289473684,3.342105263
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.305555556,3.312037037,3.365740741,3.375,3.396396396,3.391891892,3.414414414,3.390350877,3.364035088,3.337718947
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.444444444,3.361111111,3.388888889,3.402777778,3.405405405,3.378378378,3.405405405,3.381578947,3.381578947,3.381578947
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.208333333,3.236111111,3.236111111,3.180555556,3.22972973,3.324324324,3.351351351,3.302631579,3.302631579,3.276315789
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.958333333,3,3.041666667,2.958333333,2.986486486,2.972972973,2.972972973,2.934210526,2.934210526,2.921052632
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3.333333333,3.361111111,3.388888889,3.402777778,3.405405405,3.351351351,3.391891892,3.328947368,3.263157895,3.157894737
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3.25,3.222222222,3.25,3.236111111,3.202702703,3.243243243,3.22972973,3.197368421,3.210526316,3.236842105
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.527777778,3.541666667,3.583333333,3.555555556,3.621621622,3.621621622,3.594594595,3.578947368,3.539473684,3.513157895
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.147222222,3.127777778,3.147222222,3.127777778,3.127027027,3.175675676,3.22972973,3.205263158,3.202631579,3.223684211
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3.069444444,2.986111111,3,2.944444444,2.918918919,2.986486486,3.148648649,3.144736842,3.105263158,3.171052632
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.777777778,2.805555556,2.791666667,2.777777778,2.783783784,2.783783784,2.797297297,2.736842105,2.75,2.736842105
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.997222222,2.986111111,2.986111111,2.963888889,2.978378378,2.981081081,3,2.947368421,2.942105263,2.960526316
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3.069444444,3.041666667,3.055555556,3.013888889,3.054054054,3.094594595,3.108108108,3.052631579,3.026315789,3.092105263
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.888888889,2.902777778,2.916666667,2.875,2.918918919,2.932432432,2.905405405,2.855263158,2.842105263,2.855263158
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,3,3,2.972222222,3,2.986486486,2.986486486,2.972972973,2.907894737,2.894736842,2.907894737
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.236111111,3.246296296,3.259259259,3.225,3.247747748,3.220720721,3.22972973,3.206140351,3.228070175,3.223684561
Sub-Saharan Africa (IDA-eligible countries),DSS,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.597222222,3.666666667,3.638888889,3.638888889,3.662162162,3.648648649,3.648648649,3.605263158,3.657894737,3.671052632
Sub-Saharan Africa (IDA-eligible countries),DSS,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.805555556,2.777777778,2.777777778,2.75,2.72972973,2.716216216,2.783783784,2.710526316,2.710526316,2.736842105
Sub-Saharan Africa (IDA-eligible countries),DSS,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.171527778,3.167361111,3.189583333,3.175,3.187387387,3.192342342,3.218468468,3.187280702,3.184210526,3.186404561
Sudan,SDN,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3
Sudan,SDN,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3,3,3,3,3,2.5,2.5,2.5,3,3
Sudan,SDN,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Sudan,SDN,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,2.833333333,2.7,2.666666667,2.7,2.666666667,2.666666667,2.333333333,2.166666667,2.166666667,2.33333
Sudan,SDN,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3,3,3,3,3,3,3,3,3,3
Sudan,SDN,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Sudan,SDN,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.5,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Sudan,SDN,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3.5,3,3,3,3,3,2.5,2.5,2.5,2.5
Sudan,SDN,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,2,2,2,2,2,2.5,2.5,2.5,2.5,2.5
Sudan,SDN,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3,2.5,2.5,3
Sudan,SDN,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.3,2.3,2.4,2.3,2.3,2.4,2.4,2.4,2.4,2.5
Sudan,SDN,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,2.5,2.5,2.5,2,2,2,2,2,2,2
Sudan,SDN,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2,2,2,2,2,2,2,2,2,2
Sudan,SDN,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.4,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2
Sudan,SDN,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,2.5,2,2,2,2,2,2.5,2.5,2.5,2.5
Sudan,SDN,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2,2,2,2
Sudan,SDN,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,2,3.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Sudan,SDN,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,2.833333333,2.8,2.666666667,2.7,2.666666667,2.5,2.5,2.5,2.666666667,2.66667
Sudan,SDN,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3,4,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Sudan,SDN,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5
Sudan,SDN,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,2.591666667,2.525,2.508333333,2.5,2.458333333,2.441666667,2.358333333,2.316666667,2.358333333,2.425
Tajikistan,TJK,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3,3,3,3,3,3,3.5,3.5,3.5,3.5
Tajikistan,TJK,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3.5,3.5,3.5,3,3,3,3.5,3.5,3,3
Tajikistan,TJK,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,4,4,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Tajikistan,TJK,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,4.166666667,4.2,3.666666667,3.5,3.5,3.666666667,3.833333333,3.833333333,3.833333333,3.33333
Tajikistan,TJK,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3,4,3,3,3,3,3,3.5,3.5,3.5
Tajikistan,TJK,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3,3,3.5,3.5,3.5,3.5,4,4,3.5,3.5
Tajikistan,TJK,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3,3,3,2.5,2.5,2.5,2.5,2,2,2
Tajikistan,TJK,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,4,4,4,3.5,3.5,3.5,4,4,4,3.5
Tajikistan,TJK,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3.5,3.5,3.5,4,4,4,4,4,4,4
Tajikistan,TJK,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4.5,4.5,4,3.5,3.5,4,4,4,4,3
Tajikistan,TJK,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.1,3.1,3.2,3.4,3.4,3.4,3.5,3.5,3.4,3.4
Tajikistan,TJK,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,2.5,2.5,2.5,3,3,3,3,3,3,3
Tajikistan,TJK,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Tajikistan,TJK,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.6,2.6,2.6,2.6,2.7,2.8,2.9,3,3,3
